title,category,publish_date,article_url
"Saham Bank Mandiri & BRI Cetak Rekor Tertinggi, Laba Tembus Rp 115 T",detikFinance,"Senin, 12 Feb 2024 18:56 WIB",https://finance.detik.com/bursa-dan-valas/d-7189585/saham-bank-mandiri-bri-cetak-rekor-tertinggi-laba-tembus-rp-115-t
Mengenal Qlola by BRI dan Ragam Fitur Unggulan untuk Solusi Bisnis,detikFinance,"Kamis, 01 Feb 2024 09:46 WIB",https://finance.detik.com/moneter/d-7170572/mengenal-qlola-by-bri-dan-ragam-fitur-unggulan-untuk-solusi-bisnis
"Beli Pulsa-Paket Data Pakai BRImo Makin Mudah, Ini Caranya",detikFinance,"Jumat, 26 Jan 2024 22:15 WIB",https://finance.detik.com/moneter/d-7162769/beli-pulsa-paket-data-pakai-brimo-makin-mudah-ini-caranya
"IHSG Diprediksi Tembus 7.900 di 2024, Cek 10 Saham yang Bakal Moncer",detikFinance,"Jumat, 29 Des 2023 17:09 WIB",https://finance.detik.com/bursa-dan-valas/d-7115027/ihsg-diprediksi-tembus-7-900-di-2024-cek-10-saham-yang-bakal-moncer
Dapat Konsultasi Keuangan Eksklusif Saat Jadi Nasabah BRI Prioritas,detikFinance,"Kamis, 21 Des 2023 10:42 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7101110/dapat-konsultasi-keuangan-eksklusif-saat-jadi-nasabah-bri-prioritas
Deretan Emiten Saham di Lingkaran Koalisi Capres-Cawapres,detikFinance,"Senin, 04 Des 2023 06:30 WIB",https://finance.detik.com/bursa-dan-valas/d-7070296/deretan-emiten-saham-di-lingkaran-koalisi-capres-cawapres
"Emiten Saham di Lingkaran Capres-Cawapres, Ada Dampaknya?",detikFinance,"Minggu, 03 Des 2023 22:13 WIB",https://finance.detik.com/bursa-dan-valas/d-7070077/emiten-saham-di-lingkaran-capres-cawapres-ada-dampaknya
"Erick Thohir Puji Kinerja BRI, Dirut Sunarso Bilang Begini",detikFinance,"Kamis, 16 Nov 2023 21:20 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7041144/erick-thohir-puji-kinerja-bri-dirut-sunarso-bilang-begini
Pujian Erick Thohir untuk BRI: Jadi Motor Tumbuhnya UMKM,detikFinance,"Kamis, 16 Nov 2023 21:12 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7041127/pujian-erick-thohir-untuk-bri-jadi-motor-tumbuhnya-umkm
Erick Thohir: UMKM Terus Bergerak dengan Dukungan BRI,detikFinance,"Kamis, 16 Nov 2023 19:34 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7040920/erick-thohir-umkm-terus-bergerak-dengan-dukungan-bri
"Erick Thohir Apresiasi BBRI Naik 61,5 Kali Lipat Sejak IPO",detikFinance,"Kamis, 16 Nov 2023 19:24 WIB",https://finance.detik.com/bursa-dan-valas/d-7040910/erick-thohir-apresiasi-bbri-naik-61-5-kali-lipat-sejak-ipo
"Pertumbuhan Aset & Laba BRI Naik, Dapat Sentimen Positif dari Analis",detikFinance,"Rabu, 15 Nov 2023 10:21 WIB",https://finance.detik.com/bursa-dan-valas/d-7037574/pertumbuhan-aset-laba-bri-naik-dapat-sentimen-positif-dari-analis
"Kinerja Keuangan Cemerlang, Analis Kompak Rekomendasi Koleksi Saham BBRI",detikFinance,"Rabu, 15 Nov 2023 09:34 WIB",https://finance.detik.com/bursa-dan-valas/d-7037567/kinerja-keuangan-cemerlang-analis-kompak-rekomendasi-koleksi-saham-bbri
BRI Fellowship Journalism & BRI Write Fest Kembali Digelar,detikFinance,"Senin, 13 Nov 2023 21:41 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7035106/bri-fellowship-journalism-bri-write-fest-kembali-digelar
"Cuan-cuan, Saham Blue Chip Ini Naik 61,5 Kali Sejak IPO Pertama Kali",detikFinance,"Sabtu, 11 Nov 2023 10:38 WIB",https://finance.detik.com/bursa-dan-valas/d-7030952/cuan-cuan-saham-blue-chip-ini-naik-61-5-kali-sejak-ipo-pertama-kali
Dirut BRI Sebut Kinerja Perseroan Tetap Baik di Tengah Tekanan Geopolitik,detikFinance,"Sabtu, 11 Nov 2023 09:46 WIB",https://finance.detik.com/moneter/d-7030849/dirut-bri-sebut-kinerja-perseroan-tetap-baik-di-tengah-tekanan-geopolitik
"Naik 61,5 Kali, Penutupan Sesi 2 Saham BBRI Nangkring di Rp 5.075",detikFinance,"Jumat, 10 Nov 2023 16:10 WIB",https://finance.detik.com/bursa-dan-valas/d-7029748/naik-61-5-kali-penutupan-sesi-2-saham-bbri-nangkring-di-rp-5-075
"20 Tahun IPO BRI, Sunarso: Harus Targetkan Economic Value",detikFinance,"Jumat, 10 Nov 2023 13:56 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7029397/20-tahun-ipo-bri-sunarso-harus-targetkan-economic-value
