title,category,publish_date,article_url
"Mandi Cuan! BNI Kantongi Laba Rp 5,2 T di Kuartal I-2023",detikFinance,"Selasa, 18 Apr 2023 16:33 WIB",https://finance.detik.com/bursa-dan-valas/d-6680130/mandi-cuan-bni-kantongi-laba-rp-5-2-t-di-kuartal-i-2023
BNI Dukung Ketahanan Pangan Nasional Melalui Millennial Smart Farming,detikFinance,"Senin, 17 Apr 2023 10:11 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-6677053/bni-dukung-ketahanan-pangan-nasional-melalui-millennial-smart-farming
"IHSG Masih Tertahan, Simak Saham yang Bisa Kasih Cuan Pekan Ini",detikFinance,"Senin, 03 Apr 2023 07:30 WIB",https://finance.detik.com/portofolio/d-6651979/ihsg-masih-tertahan-simak-saham-yang-bisa-kasih-cuan-pekan-ini
BNI Xpora Dinilai Jadi Terobosan Bagus di Momen Keketuaan ASEAN 2023,detikFinance,"Minggu, 02 Apr 2023 14:30 WIB",https://finance.detik.com/moneter/d-6651358/bni-xpora-dinilai-jadi-terobosan-bagus-di-momen-keketuaan-asean-2023
"Belum Mampu Rebound, IHSG Masih Melemah",detikFinance,"Kamis, 16 Mar 2023 09:06 WIB",https://finance.detik.com/bursa-dan-valas/d-6621701/belum-mampu-rebound-ihsg-masih-melemah
"IHSG Babak Belur Dihantam Efek Bank Silicon Valley, Bagaimana Proyeksinya?",detikFinance,"Selasa, 14 Mar 2023 18:00 WIB",https://finance.detik.com/bursa-dan-valas/d-6618716/ihsg-babak-belur-dihantam-efek-bank-silicon-valley-bagaimana-proyeksinya
"Efek Bank Silicon Valley Bangkrut, Saham Perbankan-Teknologi Amsyong",detikFinance,"Selasa, 14 Mar 2023 14:27 WIB",https://finance.detik.com/bursa-dan-valas/d-6618255/efek-bank-silicon-valley-bangkrut-saham-perbankan-teknologi-amsyong
"Bank BUMN Gelar RUPS Pekan Ini, Siapa Direksi-Komisaris yang Diganti?",detikFinance,"Senin, 13 Mar 2023 13:04 WIB",https://finance.detik.com/bursa-dan-valas/d-6616005/bank-bumn-gelar-rups-pekan-ini-siapa-direksi-komisaris-yang-diganti
7 Strategi BNI Pertahankan Kinerja Positif di 2023,detikFinance,"Senin, 13 Feb 2023 10:04 WIB",https://finance.detik.com/moneter/d-6565541/7-strategi-bni-pertahankan-kinerja-positif-di-2023
"Dukung Sustainable Finance, Ini Jurus BNI Tekan Emisi Gas Rumah Kaca",detikFinance,"Sabtu, 11 Feb 2023 18:36 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-6563805/dukung-sustainable-finance-ini-jurus-bni-tekan-emisi-gas-rumah-kaca
