Open,High,Low,Close,Volume,Dividends,Stock Splits,date_str
3288.2702078227126,3320.7202427683314,3245.0034945618872,3309.903564453125,48311000,0.0,0.0,2019-11-20 00:00:00
3299.0865890701093,3342.3532984349636,3255.8198797052555,3331.53662109375,42079800,0.0,0.0,2019-11-21 00:00:00
3331.5369210835374,3331.5369210835374,3299.0868861379186,3309.903564453125,21247000,0.0,0.0,2019-11-22 00:00:00
3299.0870564778647,3309.903735351563,3234.1869832356774,3245.003662109375,25178600,0.0,0.0,2019-11-25 00:00:00
3255.820340983073,3277.453698730469,3212.5536254882813,3245.003662109375,73842800,0.0,0.0,2019-11-26 00:00:00
3223.369846101589,3277.4532327811457,3212.5531687656776,3234.1865234375,24769800,0.0,0.0,2019-11-27 00:00:00
3234.1870983226877,3277.453815357105,3180.1037020296662,3201.737060546875,21981000,0.0,0.0,2019-11-28 00:00:00
3201.7369466145833,3255.820340983073,3169.2869099934896,3245.003662109375,20343400,0.0,0.0,2019-11-29 00:00:00
3223.3702481503515,3331.5370350010344,3223.3702481503515,3266.636962890625,64660200,0.0,0.0,2019-12-02 00:00:00
3255.8202842055566,3309.903677630898,3234.18692683542,3266.636962890625,41645000,0.0,0.0,2019-12-03 00:00:00
3245.003255208333,3266.636610243055,3212.55322265625,3212.55322265625,42196800,0.0,0.0,2019-12-04 00:00:00
3223.3701171875,3255.8201519242866,3212.5534389419045,3223.3701171875,53985800,0.0,0.0,2019-12-05 00:00:00
3245.003335782797,3299.08672471251,3234.186657996854,3277.453369140625,29544800,0.0,0.0,2019-12-06 00:00:00
3299.08672471251,3309.903402498453,3255.8200135687393,3277.453369140625,36970600,0.0,0.0,2019-12-09 00:00:00
3277.4535851729543,3309.903620669716,3255.8202281751132,3288.270263671875,38381200,0.0,0.0,2019-12-10 00:00:00
3309.903458199232,3309.903458199232,3255.820068359375,3255.820068359375,31571800,0.0,0.0,2019-12-11 00:00:00
3266.6367463273464,3320.7201361672032,3255.820068359375,3255.820068359375,50870000,0.0,0.0,2019-12-12 00:00:00
3299.0868861379186,3331.5369210835374,3277.453529507506,3309.903564453125,48904000,0.0,0.0,2019-12-13 00:00:00
3309.903266411323,3353.1699757761767,3288.269911728896,3331.53662109375,59955600,0.0,0.0,2019-12-16 00:00:00
3331.53662109375,3342.3532984349636,3309.903266411323,3331.53662109375,45188200,0.0,0.0,2019-12-17 00:00:00
3331.5367287340255,3396.436794878195,3309.9033733526358,3385.6201171875,84394000,0.0,0.0,2019-12-18 00:00:00
3385.6201171875,3396.436794878195,3353.170084115415,3385.6201171875,38600800,0.0,0.0,2019-12-19 00:00:00
3385.6203894981973,3385.6203894981973,3353.170353816106,3374.8037109375,37723600,0.0,0.0,2019-12-20 00:00:00
3396.4369285415023,3428.886962890625,3374.8035723087537,3428.886962890625,45834400,0.0,0.0,2019-12-23 00:00:00
3439.703857421875,3461.3372150157234,3428.887178624951,3439.703857421875,35309200,0.0,0.0,2019-12-26 00:00:00
3439.703641006999,3450.520319123373,3396.4369285415023,3428.886962890625,19371400,0.0,0.0,2019-12-27 00:00:00
3439.703477993133,3450.520155596885,3374.803412370621,3396.436767578125,35604600,0.0,0.0,2019-12-30 00:00:00
3407.2537751519794,3407.2537751519794,3363.987060546875,3363.987060546875,18602600,0.0,0.0,2020-01-02 00:00:00
3374.8037109375,3407.2537466195913,3309.9036395733174,3374.8037109375,32251400,0.0,0.0,2020-01-03 00:00:00
3353.1703060963114,3353.1703060963114,3288.270235655738,3299.0869140625,26249200,0.0,0.0,2020-01-06 00:00:00
3320.7203563159665,3331.5370350010344,3255.8202842055566,3266.636962890625,38049800,0.0,0.0,2020-01-07 00:00:00
3245.003255208333,3255.8199327256943,3201.7365451388887,3212.55322265625,40926800,0.0,0.0,2020-01-08 00:00:00
3245.003202364042,3331.53662109375,3245.003202364042,3331.53662109375,43770600,0.0,0.0,2020-01-09 00:00:00
3331.536837580906,3385.620227801375,3320.7201595368124,3342.353515625,41985000,0.0,0.0,2020-01-10 00:00:00
3353.170381895599,3374.803739198151,3331.5370245930467,3363.987060546875,24716600,0.0,0.0,2020-01-13 00:00:00
3385.620089974373,3396.436767578125,3342.3533795593653,3396.436767578125,40286800,0.0,0.0,2020-01-14 00:00:00
3374.8036059649835,3407.253640637724,3309.903536619503,3320.72021484375,35369800,0.0,0.0,2020-01-15 00:00:00
3320.7199437525364,3363.9866531173902,3299.0865890701093,3331.53662109375,38027400,0.0,0.0,2020-01-16 00:00:00
3331.5370245930467,3363.987060546875,3320.7203459417706,3363.987060546875,33630000,0.0,0.0,2020-01-17 00:00:00
3342.3537136861028,3374.803749741308,3255.8202842055566,3266.636962890625,35184600,0.0,0.0,2020-01-20 00:00:00
3277.453369140625,3309.903402498453,3245.003335782797,3277.453369140625,32903600,0.0,0.0,2020-01-21 00:00:00
3299.0869140625,3331.5369492827867,3277.4535572489754,3299.0869140625,44490400,0.0,0.0,2020-01-22 00:00:00
3299.0868861379186,3342.353599398744,3266.6368511922997,3309.903564453125,44155400,0.0,0.0,2020-01-23 00:00:00
3288.269911728896,3363.9866531173902,3288.269911728896,3331.53662109375,35702000,0.0,0.0,2020-01-24 00:00:00
3331.5368996434563,3331.5368996434563,3223.3701171875,3223.3701171875,28379600,0.0,0.0,2020-01-27 00:00:00
3201.736491429766,3234.1865234375,3158.4697820861206,3234.1865234375,42985000,0.0,0.0,2020-01-28 00:00:00
3234.186908747874,3255.820265997024,3180.103515625,3180.103515625,33503800,0.0,0.0,2020-01-29 00:00:00
3180.1036301185345,3212.5536671605605,3136.8369140625,3136.8369140625,26904000,0.0,0.0,2020-01-30 00:00:00
3158.4700826009116,3158.4700826009116,3071.936655680339,3115.203369140625,54195000,0.0,0.0,2020-01-31 00:00:00
3071.9367393092107,3158.470168585526,3061.120060649671,3082.75341796875,40300400,0.0,0.0,2020-02-03 00:00:00
3126.020122502126,3190.9201942495747,3104.386765252976,3180.103515625,39320000,0.0,0.0,2020-02-04 00:00:00
3180.1031901041665,3212.55322265625,3136.836480034722,3212.55322265625,32161400,0.0,0.0,2020-02-05 00:00:00
3245.003587372449,3255.820265997024,3180.103515625,3180.103515625,33597000,0.0,0.0,2020-02-06 00:00:00
3201.7368728741494,3201.7368728741494,3180.103515625,3180.103515625,39234200,0.0,0.0,2020-02-07 00:00:00
3169.28662109375,3169.28662109375,3126.019909542982,3169.28662109375,24158600,0.0,0.0,2020-02-10 00:00:00
3158.469970703125,3190.920004648705,3147.6532927212647,3158.469970703125,17313800,0.0,0.0,2020-02-11 00:00:00
3158.4699983891755,3190.9200326192013,3147.6533203125,3147.6533203125,22518200,0.0,0.0,2020-02-12 00:00:00
3147.6536642538535,3212.5537398054794,3147.6536642538535,3201.737060546875,41031400,0.0,0.0,2020-02-13 00:00:00
3190.9200005515468,3288.270102263289,3169.2866446156045,3255.820068359375,51465800,0.0,0.0,2020-02-14 00:00:00
