Open,High,Low,Close,Volume,Dividends,Stock Splits,date_str
5633.568658243492,5660.523532206379,5615.598742268233,5651.53857421875,58420500,0.0,0.0,2019-10-31 00:00:00
5660.522958868577,5682.9853515625,5638.060566174654,5682.9853515625,42080500,0.0,0.0,2019-11-01 00:00:00
5705.447724726096,5732.402595866534,5624.583111304781,5638.060546875,43794500,0.0,0.0,2019-11-04 00:00:00
5705.447660242236,5714.4326171875,5633.56800468013,5714.4326171875,66161500,0.0,0.0,2019-11-05 00:00:00
5732.401910928813,5732.401910928813,5656.02978515625,5656.02978515625,63393000,0.0,0.0,2019-11-06 00:00:00
5691.969210312873,5691.969210312873,5615.597089890364,5647.04443359375,61972000,0.0,0.0,2019-11-07 00:00:00
5674.000082416899,5674.000082416899,5615.5978646248,5642.552734375,90040500,0.0,0.0,2019-11-08 00:00:00
5691.969609049221,5696.462087035842,5629.074917236522,5656.02978515625,70207000,0.0,0.0,2019-11-11 00:00:00
5588.643376209597,5642.553119388467,5588.643376209597,5629.07568359375,47635500,0.0,0.0,2019-11-12 00:00:00
5629.0752994999,5647.0452126667,5629.0752994999,5642.552734375,40083500,0.0,0.0,2019-11-13 00:00:00
5629.074904835776,5642.552338765949,5579.657647091806,5633.5673828125,37862000,0.0,0.0,2019-11-14 00:00:00
5642.553025398406,5651.537982445219,5620.090632781375,5638.060546875,47138000,0.0,0.0,2019-11-15 00:00:00
5611.105386333101,5647.0452126667,5579.6580382912025,5642.552734375,65599000,0.0,0.0,2019-11-18 00:00:00
5687.478413561461,5705.448329560075,5660.523539563539,5674.0009765625,60115000,0.0,0.0,2019-11-19 00:00:00
5620.090180548721,5705.447265625,5620.090180548721,5705.447265625,43229500,0.0,0.0,2019-11-20 00:00:00
5705.447242373512,5705.447242373512,5660.5224609375,5660.5224609375,57523500,0.0,0.0,2019-11-21 00:00:00
5642.552258871927,5669.507126350614,5633.567303045697,5665.0146484375,56035000,0.0,0.0,2019-11-22 00:00:00
5687.47781063247,5691.970289155876,5638.060546875,5638.060546875,55133500,0.0,0.0,2019-11-25 00:00:00
5687.47673264096,5687.47673264096,5633.567000578013,5647.04443359375,192783500,0.0,0.0,2019-11-26 00:00:00
5633.567592075893,5660.5224609375,5606.612723214286,5660.5224609375,58833500,0.0,0.0,2019-11-27 00:00:00
5656.0299593750005,5656.0299593750005,5611.105178125,5615.59765625,44248000,0.0,0.0,2019-11-28 00:00:00
5597.627951458002,5656.0301692501,5593.135473166301,5642.552734375,52954500,0.0,0.0,2019-11-29 00:00:00
5642.552605179962,5772.83447265625,5633.567648802286,5772.83447265625,49909000,0.0,0.0,2019-12-02 00:00:00
5768.341971507353,5768.341971507353,5700.954798943015,5727.90966796875,42823000,0.0,0.0,2019-12-03 00:00:00
5714.432326443441,5750.372152395915,5709.939848199381,5718.9248046875,37552000,0.0,0.0,2019-12-04 00:00:00
5714.432315284897,5736.894706461332,5687.477445873176,5696.46240234375,54168000,0.0,0.0,2019-12-05 00:00:00
5714.489826646794,5764.0634765625,5696.463044859265,5764.0634765625,69920500,20.0,0.0,2019-12-06 00:00:00
5741.529999328089,5764.0634765625,5732.516608434324,5764.0634765625,51667500,0.0,0.0,2019-12-09 00:00:00
5764.063120228422,5768.569815396701,5732.516254050472,5737.02294921875,57654000,0.0,0.0,2019-12-10 00:00:00
5737.022883400275,5755.049663866575,5723.502798050548,5750.54296875,48469000,0.0,0.0,2019-12-11 00:00:00
5768.5700906940065,5773.076786077361,5714.48974609375,5714.48974609375,79198500,0.0,0.0,2019-12-12 00:00:00
5764.0624877161945,5786.595961084905,5723.502235652515,5732.515625,70822500,0.0,0.0,2019-12-13 00:00:00
5714.488846305031,5764.0624877161945,5714.488846305031,5732.515625,78684000,0.0,0.0,2019-12-16 00:00:00
5764.063016451322,5858.70361328125,5737.022845928485,5858.70361328125,102914500,0.0,0.0,2019-12-17 00:00:00
5858.703947596688,6129.105668254996,5804.623603465026,6088.54541015625,181804000,0.0,0.0,2019-12-18 00:00:00
6038.971798058712,6056.998579545455,5939.824499881629,5948.837890625,74171000,0.0,0.0,2019-12-19 00:00:00
6020.944749436937,6075.025091497748,5957.851017032657,6002.91796875,99453000,0.0,0.0,2019-12-20 00:00:00
6020.944749436937,6066.011701154279,5993.904578406531,6002.91796875,46558500,0.0,0.0,2019-12-23 00:00:00
6002.917556488585,6061.504589697558,6002.917556488585,6020.9443359375,38188500,0.0,0.0,2019-12-26 00:00:00
6011.930394942588,6038.970561636483,6011.930394942588,6034.4638671875,29945000,0.0,0.0,2019-12-27 00:00:00
6020.944476907255,6056.998036649215,6011.931086971766,6025.451171875,61168000,0.0,0.0,2019-12-30 00:00:00
