Open,High,Low,Close,Volume,Dividends,Stock Splits,date_str
7242.865111511555,7242.865111511555,7100.18990074018,7104.38623046875,9261000,0.0,0.0,2019-11-13 00:00:00
7108.582761960609,7184.11669921875,7108.582761960609,7184.11669921875,5768500,0.0,0.0,2019-11-14 00:00:00
7146.34969176704,7146.34969176704,7083.4047443938725,7087.60107421875,9221000,0.0,0.0,2019-11-15 00:00:00
7087.601196723476,7095.993856518294,7049.8342276467965,7075.01220703125,7779500,0.0,0.0,2019-11-18 00:00:00
7075.012123179214,7184.11669921875,7066.619463483864,7184.11669921875,6868000,0.0,0.0,2019-11-19 00:00:00
7158.938150085377,7167.330809112441,7070.8152303012075,7142.15283203125,7245000,0.0,0.0,2019-11-20 00:00:00
7133.760538277067,7133.760538277067,7049.833943709102,7054.0302734375,11587500,0.0,0.0,2019-11-21 00:00:00
7054.030557544205,7112.779176107929,7049.8342276467965,7075.01220703125,6406500,0.0,0.0,2019-11-22 00:00:00
7066.619181242573,7087.600829642936,7012.066895401626,7062.4228515625,8773500,0.0,0.0,2019-11-25 00:00:00
7100.190770896084,7100.190770896084,6965.908203125,6965.908203125,34735000,0.0,0.0,2019-11-26 00:00:00
6965.907059832317,7049.833650914634,6881.98046875,6881.98046875,8223000,0.0,0.0,2019-11-27 00:00:00
6881.981592497757,7075.012783506841,6881.981592497757,7016.26416015625,9734000,0.0,0.0,2019-11-28 00:00:00
6991.086178720282,7108.583425421463,6986.889848480954,7016.26416015625,10553000,0.0,0.0,2019-11-29 00:00:00
7016.262949423862,7192.508789062499,7016.262949423862,7192.5087890625,9898000,0.0,0.0,2019-12-02 00:00:00
7231.506250686511,7256.939449692442,7138.251187664762,7235.7451171875,6575000,86.0,0.0,2019-12-03 00:00:00
7223.0296875,7223.0296875,7112.819140625,7121.296875,8455000,0.0,0.0,2019-12-04 00:00:00
7121.295804604093,7206.073135611285,7121.295804604093,7146.72900390625,5020000,0.0,0.0,2019-12-05 00:00:00
7138.25234375,7172.16328125,7121.296875,7163.685546875,6634500,0.0,0.0,2019-12-06 00:00:00
7163.684961284004,7180.640428647989,7138.251760238025,7167.923828125,6782000,0.0,0.0,2019-12-09 00:00:00
7167.923728847899,7176.401462412474,7134.0127945896,7150.96826171875,10179000,0.0,0.0,2019-12-10 00:00:00
7206.072838572594,7206.072838572594,7091.623446430559,7138.2509765625,8613500,0.0,0.0,2019-12-11 00:00:00
7078.907705911775,7138.251842368521,6951.74169921875,6951.74169921875,13365500,0.0,0.0,2019-12-12 00:00:00
7019.5636702167985,7036.519138019255,6951.741799006974,6989.8916015625,12891500,0.0,0.0,2019-12-13 00:00:00
6994.13076088306,7015.3250965221,6934.78662109375,6934.78662109375,12503000,0.0,0.0,2019-12-16 00:00:00
6934.785841452486,6972.9356413137775,6934.785841452486,6947.50244140625,10837000,0.0,0.0,2019-12-17 00:00:00
6947.503124761377,6955.980858897755,6883.920118738546,6939.025390625,15872500,0.0,0.0,2019-12-18 00:00:00
6939.02480036855,6960.219133906634,6875.4417997543,6900.875,14785500,0.0,0.0,2019-12-19 00:00:00
